replicate,p1_subject_delta,p2_task_nll_delta,p3_overlap_delta
1382,3.536649472342206,0.007176740234780432,-0.01677789943052991
1383,3.588851637963086,-0.025934777128381103,-0.014952161692294134
1384,3.7475298596779343,-0.05581038525924553,-0.01823694891902678
1385,3.669734101482031,-0.03971560050630307,-0.011449190494514216
1386,3.7553385927073633,0.02612130178048755,-0.020130623200328948
1387,3.6917601246261365,0.009303648178257351,-0.021378983843866398
1388,3.4430229549569984,-0.000532148523693543,-0.014203980056083323
1389,3.6702110534633823,-0.003965407435523094,-0.01242163531752533
1390,3.5452439036725747,-0.03680715517978417,-0.011326290987301427
1391,3.4283596639236116,-0.02273450258103704,-0.013172608640486198
1392,3.5288395820334384,0.013802432708317713,-0.019228933978859955
1393,3.561750134062086,-0.02093796760708022,-0.021273681533119277
1394,3.6749816653844114,-0.02135005349276131,-0.013173789901181024
1395,3.526933615088921,-0.006263918983175909,-0.00684721507457654
1396,3.7118478376425856,-0.012121188576499353,-0.026696206491621178
1397,3.5235391356685812,-0.0229084331795657,-0.02386171982078839
1398,3.5667459248878113,0.014523197749962247,-0.0049055853419325834
1399,3.6249957172356324,-0.02329233122087082,-0.023124863246715293
1400,3.6170496249331014,0.01354534570624688,-0.024689116207333016
1401,3.5320683949464433,-0.041463873607662016,-0.023966643169853346
1402,3.526839326197411,-0.0032030423972266853,-0.014691571056155126
1403,3.562358677222815,-0.03350382562962162,-0.010226696345965805
1404,3.6137823298098732,-0.0500960976021152,-0.016721752725800367
1405,3.57458607028153,-0.006927374150869969,-0.008172828426982755
1406,3.560940803113548,-0.014418498161739013,-0.01586456309561504
1407,3.573792225721607,-0.028039061316565306,-0.015848713339780263
1408,3.610875326508709,-0.03125111540375336,-0.008997444808971956
1409,3.482486198789511,-0.029399962858785766,-0.006061087238826368
1410,3.5972389289270263,-0.01799292289926857,-0.011573304916161316
1411,3.500622536458242,-0.023317869138705927,-0.01608363383705931
1412,3.599852777550059,-0.024628615874687565,-0.017441892662049124
1413,3.648215592934807,-0.05600249541998492,-0.022142250008854992
1414,3.2695120838791882,-0.0365994614208387,-0.015827936439027607
1415,3.6286066133991195,-0.0063270437938856006,-0.019921606828094584
1416,3.654007927719678,-0.04732592421585702,-0.012550558238999636
1417,3.7043191838028493,-0.013373954972495827,-0.012153526536691089
1418,3.707533139463833,0.01696485403875192,-0.01048038473101584
1419,3.509179833692675,0.005776977342303535,-0.023044611041190807
1420,3.5136713476877723,-0.016601170926384246,-0.018729658879911803
1421,3.5536686133289805,-0.04070683436687661,-0.005305488236568429
1422,3.6158157720233373,-0.010071994387576666,-0.012567473899703748
1423,3.595549411603227,-0.004945091383486311,-0.01643644500035123
1424,3.6860082409754424,-0.03284943184544309,-0.024813954160914507
1425,3.6254423142910364,-0.017763693161782168,-0.011865782633596764
1426,3.5263952034250066,-0.03695895984251285,-0.02522054407499064
1427,3.75083940310008,-0.0336396554599383,-0.01132313345593058
1428,3.4868522197959555,-0.03092294209151225,-0.01115954728043117
1429,3.5607259777560643,-0.03788569333840819,-0.013363908865020258
1430,3.672551192353002,-0.009270417112641649,-0.015429920035464253
1431,3.590701194082537,-0.02046773914223765,-0.011916550746770078
1432,3.47637411090765,-0.03188461608810034,-0.012829967591342348
1433,3.4638926296838166,-0.019518874607566072,-0.012011319687276121
1434,3.425474043759903,-0.03742183095426421,-0.010870457421079241
1435,3.4735093162551784,-0.02266220497120175,-0.01156147840278754
1436,3.7098478989794033,-0.03040283094890217,-0.007642431601697565
1437,3.621696819007019,-0.0023066453481415117,-0.02448903109256793
1438,3.7188913872689975,-0.040420524094878285,-0.007700748522623056
1439,3.4402525367125767,-0.05787415343177438,-0.012293642073512731
1440,3.648988344013293,-0.010918728273472844,-0.01264713205838415
1441,3.678014056867687,-0.03527189147257204,-0.007411457144282672
1442,3.485142353739202,-0.003375809328273416,-0.01475020844093355
1443,3.679169697968536,0.006345221298959647,-0.014045161547270597
1444,3.7783268128867213,-0.03238577672428944,-0.013515635282194086
1445,3.3508201677207308,-0.02423554157967933,-0.018235649838556686
1446,3.544091379403091,-0.021094825679031537,-0.01863557225121926
1447,3.659465544773302,-0.052168810495641704,-0.009176989654460135
1448,3.390472304399241,-0.0016739237690668318,-0.01646906170483714
1449,3.4634691268081874,-0.008592259546466696,-0.021493339245132265
1450,3.7036055438541,-0.014674748808204185,-0.012318789608772425
1451,3.5468784412368186,0.007115380694931339,-0.01049743599398038
1452,3.6532962453347126,-0.01954096893217727,-0.015376475686344718
1453,3.5109100723974103,-0.02843889868327487,-0.020123410745324696
1454,3.647786083962636,-0.02509063295229641,-0.018674169849708
1455,3.58037235355027,-0.03363071298383158,-0.012253794509045318
1456,3.5973432197004422,-0.026440708381337608,-0.0161288181647591
1457,3.641947955083646,-0.0033684068518193833,-0.014620331802667537
1458,3.5471040186761864,-0.012674305184448453,-0.011875671502927638
1459,3.7286448307792317,-0.011227047131145973,-0.010052059680856786
1460,3.4427687554574553,0.005796801200590007,-0.011489866826571157
1461,3.6780306502990925,-0.01143759748162232,-0.01640934682741829
1462,3.647738263737294,-0.04499049467341498,-0.013658842045731947
1463,3.6743985074201024,-0.00818096378013733,-0.015026124425831181
1464,3.7091737615721474,-0.019063545568890117,-0.01763188796253627
1465,3.7371039687908554,0.01220060900781883,-0.01204223072615939
1466,3.791542655665211,-0.022631309052193238,-0.016866254428034126
1467,3.626088554740411,-0.0165324961616915,-0.014793739747583568
1468,3.501520112908192,-0.0032671306691689495,-0.014879966410064064
1469,3.41109794088987,-0.021724687614905314,-0.008579821890734005
1470,3.6249889559310877,-0.007147078253846306,-0.02079979120774858
1471,3.6015191383260303,0.012210100211780262,-0.003911593000701735
1472,3.616555704529455,-0.05411810404974249,-0.008113491933453062
1473,3.5760914700458417,-0.004326834301170646,-0.017186440087548417
1474,3.675351181180014,-0.05695126302516984,-0.016684651868505176
1475,3.460500970388769,-0.05235771675243228,-0.015472336853777035
1476,3.5868427902504054,-0.0027676981664312983,-0.007931221141703648
1477,3.7857461628295934,-0.02216816208523209,-0.020133762149647516
1478,3.4387622011231787,-0.008726426144611832,-0.016333099538467264
1479,3.4624031424549395,-0.01865701107069473,-0.0058223230942601005
1480,3.653862281613684,-0.011405165542067053,-0.012439007165032285
1481,3.7748798194477056,-0.011647589104303968,-0.016110289812501174
1482,3.4645679198950146,-0.04223819674832008,-0.010513330833059224
1483,3.6083991806490268,-0.004164095772130505,-0.01325791997641362
1484,3.5513499731459737,-0.004589594356032567,-0.008471241799377659
1485,3.591650277739352,0.010297762439523073,-0.005370872549700093
1486,3.521845403594455,-0.008015189592915917,-0.015898517316031712
1487,3.774851308513006,-0.03667486612870263,-0.016674488916392803
1488,3.6012709652133204,-0.03381944416943439,-0.010582955641041308
1489,3.702491930621675,-0.054142707094254394,-0.011877059021999915
1490,3.6292484604684074,-0.022249923682701844,-0.006647660533990563
1491,3.5512594387654683,0.006597636929127404,-0.01822982361226165
1492,3.5973009016825954,-0.0027698819947175046,-0.01874488360557383
1493,3.621059399035693,-0.023437908528112228,-0.016358206695645378
1494,3.6161265629540775,-0.017310182376711225,-0.02141381169596616
1495,3.549584031866068,-0.013501614841701759,-0.006271463052299413
1496,3.6873760500214554,-0.012210780100245788,-0.014946715727931444
1497,3.683982439053847,-0.004522908363266964,-0.012007478159121225
1498,3.633427138644576,-0.014993667104176822,-0.020308384078987118
1499,3.665952911642221,-0.041403853586849504,-0.02078734273788253
1500,3.644681948602053,-0.03277340404289264,-0.01473068187276013
1501,3.663383030711967,-0.0307131800019258,-0.015281376598317006
1502,3.5019172769121085,-0.010301199763330438,-0.010211331471276862
1503,3.469686586523364,0.0013056867848324494,-0.009779301793010939
1504,3.4889113306469017,0.0011215191935902702,-0.0055328634385495325
1505,3.4279416061464834,-0.029082488520833838,-0.012730919734710685
1506,3.565455005495512,-0.02353310145036458,-0.015612548455068105
1507,3.6172047573231194,0.0047430424993879505,-0.015077755537649
1508,3.6320923027621372,-0.0032714117454100133,-0.011742299620525243
1509,3.6162922896096754,-0.016309985246510728,-0.016678430441851102
1510,3.544873532714592,-0.027545961278045095,-0.016228563152857135
1511,3.545735820631265,-0.010602798948532222,-0.014575998093639794
1512,3.7217311342569857,-0.008158682431699038,-0.013196738153691184
1513,3.7281554392098544,-0.03618111109614697,-0.015349164301968081
1514,3.7674020778981783,-0.011935274799718787,-0.010501087254654862
1515,3.692751650855371,-0.004771019903692331,-0.010196895744829949
1516,3.4725499599848124,-0.022375834562402108,-0.013774855391029555
1517,3.5741195473017355,-0.037466578551306196,-0.01692706335511212
1518,3.7011522115555993,-0.018870997932054934,-0.010267772797523021
1519,3.5648044861482675,-0.012769402561576104,-0.011154386760365773
1520,3.5139696859712233,-0.017194873598296745,-0.017023227583802023
1521,3.650123724312328,-0.0017823064730402294,-0.018815910250535136
1522,3.715756858893413,-0.05197507804955448,-0.01593355905753128
1523,3.3567017511421233,-0.014733275701961368,-0.014503383969819868
1524,3.613316183062906,-0.008245750885184755,-0.008967230672860722
1525,3.731693440267761,-0.026594000432703435,-0.02321172332346761
1526,3.5486335668547673,-0.006521066142037402,-0.018055277735978623
1527,3.6226317241305432,0.01843983186654441,-0.007065241654655323
1528,3.457299071526812,-0.018903874754407912,-0.01677354427850923
1529,3.5797616500624967,-0.0202529033052099,-0.012735217957472157
1530,3.5767928376630707,-0.029713629509446005,-0.022808579199091638
1531,3.5730845666662705,-0.028138550055173628,-0.02383433285739608
1532,3.4646515146735073,-0.028518864758079854,-0.013731811752601852
1533,3.496631009669466,-0.028850103640220226,-0.01625485622494403
1534,3.5658375889842615,-0.004608348756685032,-0.012428417771219002
1535,3.3960283574697776,-0.0350097129524376,-0.008689632113934486
1536,3.6121469510209594,-0.005326318384675677,-0.017465971690333242
1537,3.526647669673457,-0.07993279439833323,-0.008380077449388634
1538,3.5617868599180076,-0.047343769869288455,-0.01008634620325409
1539,3.3766062084630684,-0.01955476837474679,-0.016543741984138712
1540,3.671053588653675,-0.017859626692044106,-0.021741767635738856
1541,3.6292625537309626,-0.03144407702877894,-0.01218068380219537
1542,3.5810180412806827,-0.01381701726283735,-0.01674709689566636
1543,3.5653269487575394,-0.0715332246002447,-0.016384243714280326
1544,3.450193985523382,-0.022901026284044335,-0.007094996898032738
1545,3.588469439232468,-0.034954653117674095,-0.012720749566994545
1546,3.432148499978453,-0.043525002638993726,-0.012287350688801532
1547,3.494709844850725,0.0059681824102715275,-0.02148304097211785
1548,3.7781612292584703,-0.002493829082419463,-0.00527142695039505
1549,3.520132064711579,-0.056244557311634136,-0.0062242431003404555
1550,3.547785731356452,-0.03509149692761904,-0.014362105246639532
1551,3.613705411926041,-0.017529067727172443,-0.019548435240046978
1552,3.6132963846045922,-0.007241304859804121,-0.013463557560276649
1553,3.660070127203178,-0.025376039336269418,-0.020442281872037577
1554,3.723262424941934,-0.02726041159431336,-0.016581410881781812
1555,3.524124293933946,-0.011686833452070555,-0.019996590128624012
1556,3.4662545751781435,-0.014168310244099036,-0.009602784926464457
1557,3.658227247636426,-0.0327698624407784,-0.009010043332050487
1558,3.641255166006495,-0.014814800381950821,-0.014604226601599147
1559,3.7063857516731904,-0.021569376721168432,-0.01773581489897285
1560,3.7821538213129475,-0.047610021548672776,-0.021207858648762175
1561,3.6029448596627107,-0.014786925378796223,-0.0073119576838361205
1562,3.586404064855903,-0.05048911090064445,-0.01211725490056964
1563,3.7074578781568004,-0.023343503573735713,-0.005789331183108717
1564,3.3867911711954983,-0.029815888986672867,-0.018146049257646773
1565,3.4645797184905653,-0.013965653526842647,-0.017887647650229693
1566,3.616518357754098,-0.03535893471861984,-0.012362680295579905
1567,3.654336283248108,0.003244913212520295,-0.011781419601679836
1568,3.648249204245439,-0.012498508185498913,-0.013455237089280085
1569,3.667248070349218,-0.03679312911080723,-0.014133654721790363
1570,3.464179803556874,-0.05773398479520342,-0.015226448208969585
1571,3.5286539749788335,-0.005396772275797268,-0.010232810037366577
1572,3.3795190939991446,-0.034585938879384326,-0.017041374896466736
1573,3.5996966551097414,-0.020058184396340106,-0.010232102411115
1574,3.671968165546314,-0.02351648081248614,-0.017198762326239715
1575,3.6592080226816135,-0.029722842452056142,-0.0218324192775359
1576,3.665344645114369,-0.022572073478742016,-0.012778420827810812
1577,3.7019150468376765,-0.019158582713846517,-0.014324430009007849
1578,3.6223998889541145,-0.026325522882357344,-0.015866066656181586
1579,3.654254967294958,-0.02257811650619823,-0.012868420061766177
1580,3.670647090338478,0.0064404693944331015,-0.02479351016834451
1581,3.5990562828560306,-0.03757765583325989,-0.02309529265184645
1582,3.6633025892508444,-0.007229592802101781,-0.009100125759419798
1583,3.639302394804176,-0.018591417214441908,-0.011267014835011552
1584,3.481993801366912,-0.013587839987218242,-0.017943366092956433
1585,3.679494534262896,-0.017050484079452755,-0.01820044753679147
1586,3.567104409775821,-0.008034446810342821,-0.013058426080949148
1587,3.4867140207639307,-0.031748165472377465,-0.01828928574001231
1588,3.572609706167504,-0.017733254960039524,-0.010530488333237546
1589,3.6252764624722706,-0.032651485713657724,-0.022753779400661495
1590,3.6991624682301,-0.02082594447603414,-0.0226267826958596
1591,3.56804221386804,-0.046967603449538764,-0.005980539596119168
1592,3.6167217859626937,-0.023350038141169094,-0.008052883397570671
1593,3.652788878053818,0.011986234024054188,-0.020572478010509616
1594,3.4864434958861583,-0.02694556561532302,-0.01719001982944973
1595,3.6130752050882866,-0.009674378088374347,-0.023260357616925156
1596,3.6778214914142504,-0.05390484526748951,-0.014775314500322247
1597,3.4726384716084144,-0.034047314494985326,-0.018563445162021824
1598,3.646267616834915,-0.03748228891506633,-0.00951999449533068
1599,3.5055567496575355,-0.026004670681121667,-0.008801586993422265
1600,3.532905296850575,-0.010047099992606334,-0.01509990579823364
1601,3.4229253031887112,0.013322045585179687,-0.007070822703241414
1602,3.6609629144159017,0.01555586250344021,-0.018312193512298607
1603,3.7091249138572593,-0.04310164917918691,-0.005125044765042504
1604,3.3766699929826594,-0.006732710478929427,-0.014105275396908961
1605,3.5155886491180057,-0.02515790955300501,-0.016413687909410567
1606,3.537310343781751,-0.017901226654527758,-0.018095349862348332
1607,3.5204884050691354,-0.04272411320285752,-0.024651137143273317
1608,3.4952498442015205,-0.004538944584639548,-0.011280880161042298
1609,3.508570267875151,-0.014046625860795636,-0.006613348451873224
1610,3.542328162386213,-0.03978639444262866,-0.010273073820378426
1611,3.7045826910301796,-0.014679096297995908,-0.028413365485215846
